UnixTime_FBG, Lambda, UnixTime_PT1000, diff_t, T
1601134196.76,1557.47113,1601134196.91,0.146,18.8
1601134206.76,1557.46951,1601134206.75,-0.014,18.75
1601134216.76,1557.46809,1601134216.58,-0.184,18.65
1601134226.76,1557.46787,1601134226.42,-0.344,18.58
1601134236.76,1557.46712,1601134236.25,-0.514,18.55
1601134246.76,1557.46659,1601134247.18,0.416,18.49
1601134256.76,1557.46581,1601134257.01,0.246,18.47
1601134266.76,1557.46626,1601134266.85,0.086,18.41
1601134276.76,1557.46507,1601134276.68,-0.084,18.38
1601134286.76,1557.46546,1601134286.52,-0.244,18.34
1601134296.76,1557.46428,1601134296.36,-0.404,18.29
1601134306.76,1557.45756,1601134307.28,0.516,17.83
1601134316.76,1557.44701,1601134317.11,0.346,17.18
1601134326.76,1557.43891,1601134326.95,0.186,16.45
1601134336.76,1557.43047,1601134336.79,0.026,15.79
1601134346.76,1557.42324,1601134346.62,-0.144,15.14
1601134356.76,1557.41356,1601134356.45,-0.314,14.52
1601134366.76,1557.40703,1601134366.29,-0.474,13.92
1601134376.76,1557.39774,1601134377.22,0.456,13.13
1601134386.76,1557.3876,1601134387.05,0.286,12.42
1601134396.76,1557.37901,1601134396.88,0.116,11.74
1601134406.76,1557.3722,1601134406.72,-0.044,11.1
1601134416.76,1557.3634,1601134416.55,-0.214,10.58
1601134426.76,1557.35684,1601134426.38,-0.384,9.94
1601134436.76,1557.35057,1601134437.29,0.526,9.32
1601134446.76,1557.34757,1601134447.11,0.346,8.92
1601134456.76,1557.34439,1601134456.94,0.176,8.62
1601134466.76,1557.34288,1601134466.76,-0.004,8.42
1601134476.76,1557.34305,1601134476.58,-0.184,8.3
1601134486.76,1557.34167,1601134486.4,-0.364,8.17
1601134496.76,1557.34142,1601134496.22,-0.544,7.98
1601134506.76,1557.34045,1601134507.13,0.366,7.83
1601134516.76,1557.33835,1601134516.96,0.196,7.71
1601134526.76,1557.33785,1601134526.78,0.016,7.58
1601134536.76,1557.33732,1601134536.6,-0.164,7.46
1601134546.76,1557.33737,1601134546.42,-0.344,7.37
1601134556.76,1557.33603,1601134556.24,-0.524,7.35
1601134566.76,1557.33662,1601134567.15,0.386,7.33
1601134576.76,1557.33601,1601134576.98,0.216,7.25
1601134586.76,1557.337,1601134586.8,0.036,7.2
1601134596.76,1557.33567,1601134596.62,-0.144,7.2
1601134606.76,1557.33625,1601134606.44,-0.324,7.17
