UnixTime_FBG, Lambda, UnixTime_PT1000, diff_t, T
1601358313.64,1542.46601,1601358313.23,-0.406,17.22
1601358323.64,1542.4627,1601358324.18,0.544,17.11
1601358333.64,1542.46144,1601358334.03,0.394,17.01
1601358343.64,1542.46012,1601358343.88,0.244,16.91
1601358353.64,1542.45936,1601358353.73,0.094,16.85
1601358363.64,1542.45796,1601358363.58,-0.056,16.67
1601358373.64,1542.45816,1601358373.43,-0.206,16.68
1601358383.64,1542.45685,1601358383.29,-0.346,16.59
1601358393.64,1542.4568,1601358393.14,-0.496,16.52
1601358403.64,1542.45688,1601358404.08,0.444,16.49
1601358413.64,1542.45654,1601358413.94,0.304,16.46
1601358423.64,1542.45534,1601358423.79,0.154,16.23
1601358433.64,1542.45116,1601358433.64,0.004,15.64
1601358443.64,1542.44465,1601358443.49,-0.146,14.93
1601358453.64,1542.43718,1601358453.34,-0.296,14.37
1601358463.64,1542.42984,1601358463.2,-0.436,13.73
1601358473.64,1542.42419,1601358474.15,0.514,12.96
1601358483.64,1542.41873,1601358484.0,0.364,12.37
1601358493.64,1542.41104,1601358493.85,0.214,11.65
1601358503.64,1542.40351,1601358503.7,0.064,11.03
1601358513.64,1542.39527,1601358513.55,-0.086,10.41
1601358523.64,1542.389,1601358523.4,-0.236,9.81
1601358533.64,1542.38311,1601358533.24,-0.396,9.28
1601358543.64,1542.3754,1601358544.18,0.544,8.82
1601358553.64,1542.3739,1601358554.02,0.384,8.54
1601358563.64,1542.37025,1601358563.86,0.224,8.26
1601358573.64,1542.36534,1601358573.7,0.064,7.88
1601358583.64,1542.36339,1601358583.54,-0.096,7.89
1601358593.64,1542.36181,1601358593.38,-0.256,7.91
1601358603.64,1542.3614,1601358603.22,-0.416,7.84
1601358613.64,1542.36021,1601358614.15,0.514,7.8
1601358623.64,1542.35919,1601358623.99,0.354,7.68
1601358633.64,1542.35822,1601358633.83,0.194,7.58
1601358643.64,1542.35632,1601358643.67,0.034,7.42
1601358653.64,1542.356,1601358653.51,-0.126,7.37
1601358663.64,1542.35474,1601358663.35,-0.286,7.23
1601358673.64,1542.35326,1601358673.19,-0.446,7.26
1601358683.64,1542.35338,1601358684.13,0.494,7.25
1601358693.64,1542.35466,1601358693.97,0.334,7.18
1601358703.64,1542.35449,1601358703.8,0.164,7.17
1601358713.64,1542.35264,1601358713.64,0.004,7.15
1601358723.64,1542.35069,1601358723.49,-0.146,7.03
1601358733.64,1542.35143,1601358733.32,-0.316,6.99
1601358743.64,1542.35065,1601358743.17,-0.466,6.91
1601358753.64,1542.34995,1601358754.1,0.464,6.8
1601358763.64,1542.34944,1601358763.94,0.304,6.78
1601358773.64,1542.34895,1601358773.78,0.144,6.72
1601358783.64,1542.34765,1601358783.62,-0.016,6.64
1601358793.64,1542.34717,1601358793.46,-0.176,6.58
1601358803.64,1542.34762,1601358803.3,-0.336,6.6
1601358813.64,1542.34609,1601358813.14,-0.496,6.53
1601358823.64,1542.34625,1601358824.07,0.434,6.46
1601358833.64,1542.3449,1601358833.91,0.274,6.41
1601358843.64,1542.3451,1601358843.75,0.114,6.42
