UnixTime_FBG, Lambda, UnixTime_PT1000, diff_t, T
1601358313.64,1565.17709,1601358314.0,0.364,17.65
1601358323.64,1565.17575,1601358323.84,0.204,17.62
1601358333.64,1565.17585,1601358333.7,0.064,17.64
1601358343.64,1565.1765,1601358343.55,-0.086,17.58
1601358353.64,1565.17465,1601358353.4,-0.236,17.6
1601358363.64,1565.17684,1601358363.25,-0.386,17.62
1601358373.64,1565.17582,1601358373.09,-0.546,17.52
1601358383.64,1565.17556,1601358384.04,0.404,17.56
1601358393.64,1565.17492,1601358393.91,0.274,17.52
1601358403.64,1565.17447,1601358403.74,0.104,17.48
1601358413.64,1565.17484,1601358413.6,-0.036,17.48
1601358423.64,1565.1717,1601358423.45,-0.186,17.0
1601358433.64,1565.16491,1601358433.31,-0.326,16.12
1601358443.64,1565.15674,1601358443.16,-0.476,15.32
1601358453.64,1565.1477,1601358454.1,0.464,14.53
1601358463.64,1565.14034,1601358463.95,0.314,13.8
1601358473.64,1565.13205,1601358473.81,0.174,13.09
1601358483.64,1565.1257,1601358483.66,0.024,12.45
1601358493.64,1565.11566,1601358493.51,-0.126,11.6
1601358503.64,1565.10968,1601358503.37,-0.266,10.95
1601358513.64,1565.10087,1601358513.21,-0.426,10.28
1601358523.64,1565.09319,1601358524.15,0.514,9.51
1601358533.64,1565.08541,1601358534.0,0.364,9.02
1601358543.64,1565.08008,1601358543.84,0.204,8.54
1601358553.64,1565.07493,1601358553.68,0.044,8.21
1601358563.64,1565.07011,1601358563.52,-0.116,7.82
1601358573.64,1565.0684,1601358573.36,-0.276,7.55
1601358583.64,1565.06487,1601358583.2,-0.436,7.49
1601358593.64,1565.06488,1601358594.13,0.494,7.39
1601358603.64,1565.06333,1601358603.98,0.344,7.3
1601358613.64,1565.06225,1601358613.82,0.184,7.2
1601358623.64,1565.05903,1601358623.66,0.024,7.08
1601358633.64,1565.05772,1601358633.49,-0.146,6.95
1601358643.64,1565.05812,1601358643.33,-0.306,6.9
1601358653.64,1565.05699,1601358653.17,-0.466,6.77
1601358663.64,1565.05553,1601358664.11,0.474,6.73
1601358673.64,1565.05707,1601358673.95,0.314,6.76
1601358683.64,1565.05697,1601358683.79,0.154,6.77
1601358693.64,1565.05629,1601358693.63,-0.006,6.73
1601358703.64,1565.05567,1601358703.47,-0.166,6.66
1601358713.64,1565.05542,1601358713.31,-0.326,6.61
1601358723.64,1565.05456,1601358723.15,-0.486,6.58
1601358733.64,1565.05456,1601358734.09,0.454,6.61
1601358743.64,1565.05402,1601358743.93,0.294,6.6
1601358753.64,1565.05413,1601358753.76,0.124,6.63
1601358763.64,1565.05462,1601358763.6,-0.036,6.62
1601358773.64,1565.05446,1601358773.44,-0.196,6.52
1601358783.64,1565.05362,1601358783.28,-0.356,6.45
1601358793.64,1565.0535,1601358793.13,-0.506,6.37
1601358803.64,1565.05309,1601358804.06,0.424,6.43
1601358813.64,1565.05416,1601358813.89,0.254,6.39
1601358823.64,1565.05185,1601358823.74,0.104,6.36
1601358833.64,1565.05236,1601358833.57,-0.066,6.34
1601358843.64,1565.05076,1601358843.42,-0.216,6.32
1601358853.64,1565.0519,1601358853.26,-0.376,6.27
1601358863.64,1565.05158,1601358863.09,-0.546,6.2
1601358873.64,1565.04879,1601358874.03,0.394,6.19
1601358883.64,1565.04955,1601358883.86,0.224,6.17
1601358893.64,1565.04933,1601358893.71,0.074,6.17
1601358903.64,1565.04891,1601358903.55,-0.086,6.13
1601358913.64,1565.05008,1601358913.39,-0.246,6.12
1601358923.64,1565.04925,1601358923.23,-0.406,6.03
1601358933.64,1565.04814,1601358934.16,0.524,6.01
1601358943.64,1565.04841,1601358944.0,0.364,6.01
1601358953.64,1565.04751,1601358953.85,0.214,6.0
1601358963.64,1565.04674,1601358963.68,0.044,6.01
1601358973.64,1565.04733,1601358973.53,-0.106,6.0
1601358983.64,1565.04698,1601358983.37,-0.266,5.98
1601358993.64,1565.04635,1601358993.21,-0.426,5.97
1601359003.64,1565.04651,1601359004.15,0.514,5.95
1601359013.64,1565.04875,1601359013.98,0.344,5.95
