UnixTime_FBG, Lambda, UnixTime_PT1000, diff_t, T
1601358313.64,1560.1708,1601358313.81,0.174,18.05
1601358323.64,1560.16865,1601358323.66,0.024,17.97
1601358333.64,1560.16746,1601358333.51,-0.126,17.87
1601358343.64,1560.16855,1601358343.36,-0.276,17.78
1601358353.64,1560.16617,1601358353.21,-0.426,17.7
1601358363.64,1560.1653,1601358364.16,0.524,17.61
1601358373.64,1560.16581,1601358374.01,0.374,17.57
1601358383.64,1560.1641,1601358383.86,0.224,17.53
1601358393.64,1560.16407,1601358393.71,0.074,17.45
1601358403.64,1560.16375,1601358403.56,-0.076,17.41
1601358413.64,1560.16252,1601358413.43,-0.206,17.36
1601358423.64,1560.15858,1601358423.27,-0.366,17.07
1601358433.64,1560.15226,1601358433.12,-0.516,16.34
1601358443.64,1560.1434,1601358444.08,0.444,15.51
1601358453.64,1560.13685,1601358453.93,0.294,14.85
1601358463.64,1560.13016,1601358463.78,0.144,14.17
1601358473.64,1560.12194,1601358473.63,-0.006,13.51
1601358483.64,1560.11346,1601358483.48,-0.156,12.81
1601358493.64,1560.10694,1601358493.33,-0.306,12.11
1601358503.64,1560.09903,1601358503.18,-0.456,11.37
1601358513.64,1560.09184,1601358514.13,0.494,10.67
1601358523.64,1560.08404,1601358523.97,0.334,9.99
1601358533.64,1560.07646,1601358533.82,0.184,9.35
1601358543.64,1560.07047,1601358543.67,0.034,8.88
1601358553.64,1560.06605,1601358553.5,-0.136,8.47
1601358563.64,1560.06248,1601358563.34,-0.296,8.04
1601358573.64,1560.06037,1601358573.18,-0.456,7.79
1601358583.64,1560.05744,1601358584.11,0.474,7.63
1601358593.64,1560.05756,1601358593.96,0.324,7.59
1601358603.64,1560.05574,1601358603.79,0.154,7.49
1601358613.64,1560.05477,1601358613.63,-0.006,7.42
1601358623.64,1560.0531,1601358623.47,-0.166,7.28
1601358633.64,1560.05131,1601358633.32,-0.316,7.18
1601358643.64,1560.0504,1601358643.16,-0.476,7.05
1601358653.64,1560.04957,1601358654.09,0.454,6.94
1601358663.64,1560.0478,1601358663.93,0.294,6.86
1601358673.64,1560.04753,1601358673.77,0.134,6.81
1601358683.64,1560.04695,1601358683.6,-0.036,6.78
1601358693.64,1560.04639,1601358693.45,-0.186,6.79
1601358703.64,1560.04475,1601358703.29,-0.346,6.71
1601358713.64,1560.04452,1601358713.13,-0.506,6.67
1601358723.64,1560.04472,1601358724.06,0.424,6.6
1601358733.64,1560.04452,1601358733.9,0.264,6.56
1601358743.64,1560.04436,1601358743.74,0.104,6.46
1601358753.64,1560.04266,1601358753.58,-0.056,6.37
1601358763.64,1560.04052,1601358763.43,-0.206,6.31
1601358773.64,1560.03988,1601358773.26,-0.376,6.23
1601358783.64,1560.04029,1601358783.1,-0.536,6.15
1601358793.64,1560.03884,1601358794.03,0.394,6.07
1601358803.64,1560.03816,1601358803.88,0.244,6.08
1601358813.64,1560.0387,1601358813.71,0.074,6.05
1601358823.64,1560.03859,1601358823.55,-0.086,6.0
1601358833.64,1560.0372,1601358833.39,-0.246,5.94
1601358843.64,1560.03803,1601358843.23,-0.406,5.94
1601358853.64,1560.03679,1601358854.17,0.534,5.88
1601358863.64,1560.03542,1601358864.01,0.374,5.81
1601358873.64,1560.03634,1601358873.85,0.214,5.78
1601358883.64,1560.03516,1601358883.69,0.054,5.74
1601358893.64,1560.03516,1601358893.53,-0.106,5.72
1601358903.64,1560.03495,1601358903.37,-0.266,5.7
1601358913.64,1560.03421,1601358913.21,-0.426,5.67
1601358923.64,1560.03343,1601358924.15,0.514,5.67
1601358933.64,1560.03261,1601358933.98,0.344,5.61
1601358943.64,1560.03287,1601358943.83,0.194,5.58
1601358953.64,1560.0342,1601358953.66,0.024,5.52
1601358963.64,1560.03317,1601358963.5,-0.136,5.55
1601358973.64,1560.03302,1601358973.34,-0.296,5.5
1601358983.64,1560.03311,1601358983.18,-0.456,5.53
1601358993.64,1560.03273,1601358994.12,0.484,5.52
1601359003.64,1560.03244,1601359003.96,0.324,5.48
1601359013.64,1560.03099,1601359013.8,0.164,5.46
1601359023.64,1560.03096,1601359023.64,0.004,5.44
1601359033.64,1560.03196,1601359033.48,-0.156,5.43
1601359043.64,1560.03173,1601359043.32,-0.316,5.4
1601359053.64,1560.03216,1601359053.16,-0.476,5.41
1601359063.64,1560.03097,1601359064.1,0.464,5.36
1601359073.64,1560.03006,1601359073.94,0.304,5.38
1601359083.64,1560.03022,1601359083.78,0.144,5.39
1601359093.64,1560.03196,1601359093.62,-0.016,5.42
1601359103.64,1560.03066,1601359103.47,-0.166,5.36
1601359113.64,1560.03105,1601359113.3,-0.336,5.34
1601359123.64,1560.03,1601359123.14,-0.496,5.34
1601359133.64,1560.03029,1601359134.08,0.444,5.29
1601359143.64,1560.02973,1601359143.92,0.284,5.27
1601359153.64,1560.02972,1601359153.76,0.124,5.22
1601359163.64,1560.02915,1601359163.6,-0.036,5.24
1601359173.64,1560.02914,1601359173.44,-0.196,5.22
1601359183.64,1560.02948,1601359183.28,-0.356,5.2
1601359193.64,1560.02797,1601359193.12,-0.516,5.17
1601359203.64,1560.02924,1601359204.05,0.414,5.18
1601359213.64,1560.02843,1601359213.9,0.264,5.11
1601359223.64,1560.02876,1601359223.73,0.094,5.11
1601359233.64,1560.02741,1601359233.58,-0.056,5.08
1601359243.64,1560.02864,1601359243.42,-0.216,5.08
1601359253.64,1560.02881,1601359253.26,-0.376,5.07
1601359263.64,1560.02842,1601359263.1,-0.536,5.05
1601359273.64,1560.02801,1601359274.04,0.404,5.04
1601359283.64,1560.02648,1601359283.87,0.234,5.0
1601359293.64,1560.02491,1601359293.72,0.084,4.99
1601359303.64,1560.0265,1601359303.55,-0.086,4.93
1601359313.64,1560.02629,1601359313.39,-0.246,4.88
1601359323.64,1560.02526,1601359323.24,-0.396,4.88
1601359333.64,1560.02617,1601359334.18,0.544,4.87
1601359343.64,1560.02553,1601359344.01,0.374,4.86
1601359353.64,1560.02549,1601359353.85,0.214,4.79
1601359363.64,1560.02395,1601359363.69,0.054,4.8
1601359373.64,1560.02444,1601359373.54,-0.096,4.78
1601359383.64,1560.02402,1601359383.38,-0.256,4.75
1601359393.64,1560.02531,1601359393.22,-0.416,4.76
1601359403.64,1560.02469,1601359404.15,0.514,4.73
1601359413.64,1560.02371,1601359413.99,0.354,4.74
1601359423.64,1560.02376,1601359423.84,0.204,4.73
1601359433.64,1560.02363,1601359433.68,0.044,4.71
1601359443.64,1560.02489,1601359443.52,-0.116,4.74
1601359453.64,1560.02388,1601359453.36,-0.276,4.71
1601359463.64,1560.02399,1601359463.2,-0.436,4.72
1601359473.64,1560.02484,1601359474.14,0.504,4.69
1601359483.64,1560.02267,1601359483.98,0.344,4.7
1601359493.64,1560.02346,1601359493.82,0.184,4.67
1601359503.64,1560.02328,1601359503.66,0.024,4.67
1601359513.64,1560.02304,1601359513.51,-0.126,4.68
1601359523.64,1560.02331,1601359523.35,-0.286,4.63
1601359533.64,1560.02395,1601359533.19,-0.446,4.63
1601359543.64,1560.02249,1601359544.13,0.494,4.62
1601359553.64,1560.02268,1601359553.96,0.324,4.64
1601359563.64,1560.02384,1601359563.8,0.164,4.64
1601359573.64,1560.02274,1601359573.64,0.004,4.68
1601359583.64,1560.02193,1601359583.49,-0.146,4.62
1601359593.64,1560.02121,1601359593.33,-0.306,4.62
1601359603.64,1560.02232,1601359603.16,-0.476,4.64
1601359613.64,1560.0231,1601359614.1,0.464,4.63
1601359623.64,1560.02319,1601359623.94,0.304,4.65
1601359633.64,1560.02386,1601359633.78,0.144,4.67
1601359643.64,1560.02305,1601359643.63,-0.006,4.66
1601359653.64,1560.02311,1601359653.47,-0.166,4.62
1601359663.64,1560.02255,1601359663.32,-0.316,4.59
1601359673.64,1560.02347,1601359673.15,-0.486,4.63
