UnixTime_FBG, Lambda, UnixTime_PT1000, diff_t, T
1601358313.64,1540.21562,1601358314.16,0.524,17.43
1601358323.64,1540.21573,1601358324.03,0.394,17.45
1601358333.64,1540.21554,1601358333.86,0.224,17.42
1601358343.64,1540.21556,1601358343.72,0.084,17.42
1601358353.64,1540.21533,1601358353.57,-0.066,17.36
1601358363.64,1540.21543,1601358363.42,-0.216,17.39
1601358373.64,1540.2149,1601358373.27,-0.366,17.35
1601358383.64,1540.21499,1601358383.12,-0.516,17.36
1601358393.64,1540.21484,1601358394.07,0.434,17.33
1601358403.64,1540.214,1601358403.93,0.294,17.28
1601358413.64,1540.21385,1601358413.77,0.134,17.31
1601358423.64,1540.21272,1601358423.62,-0.016,17.01
1601358433.64,1540.20552,1601358433.47,-0.166,16.28
1601358443.64,1540.19837,1601358443.33,-0.306,15.52
1601358453.64,1540.19227,1601358453.19,-0.446,14.79
1601358463.64,1540.1847,1601358464.13,0.494,14.1
1601358473.64,1540.17809,1601358473.98,0.344,13.44
1601358483.64,1540.17148,1601358483.83,0.194,12.77
1601358493.64,1540.16269,1601358493.68,0.044,12.14
1601358503.64,1540.1558,1601358503.53,-0.106,11.41
1601358513.64,1540.14825,1601358513.39,-0.246,10.75
1601358523.64,1540.14058,1601358523.23,-0.406,10.01
1601358533.64,1540.1329,1601358534.17,0.534,9.47
1601358543.64,1540.12671,1601358544.01,0.374,8.96
1601358553.64,1540.1222,1601358553.85,0.214,8.58
1601358563.64,1540.11766,1601358563.69,0.054,8.2
1601358573.64,1540.11314,1601358573.54,-0.096,7.93
1601358583.64,1540.11101,1601358583.38,-0.256,7.71
1601358593.64,1540.10957,1601358593.22,-0.416,7.63
1601358603.64,1540.10807,1601358604.15,0.514,7.5
1601358613.64,1540.10726,1601358613.99,0.354,7.41
1601358623.64,1540.10459,1601358623.83,0.194,7.26
1601358633.64,1540.10354,1601358633.67,0.034,7.13
1601358643.64,1540.10184,1601358643.51,-0.126,7.05
1601358653.64,1540.10052,1601358653.35,-0.286,6.93
1601358663.64,1540.10125,1601358663.19,-0.446,6.83
1601358673.64,1540.10043,1601358674.12,0.484,6.81
1601358683.64,1540.09893,1601358683.96,0.324,6.77
1601358693.64,1540.09908,1601358693.81,0.174,6.79
1601358703.64,1540.09882,1601358703.64,0.004,6.74
1601358713.64,1540.09846,1601358713.48,-0.156,6.66
1601358723.64,1540.09818,1601358723.32,-0.316,6.63
1601358733.64,1540.09678,1601358733.16,-0.476,6.59
1601358743.64,1540.09613,1601358744.1,0.464,6.59
1601358753.64,1540.09666,1601358753.93,0.294,6.57
1601358763.64,1540.09644,1601358763.78,0.144,6.54
1601358773.64,1540.096,1601358773.62,-0.016,6.5
1601358783.64,1540.0957,1601358783.46,-0.176,6.43
1601358793.64,1540.09573,1601358793.29,-0.346,6.41
1601358803.64,1540.0955,1601358803.14,-0.496,6.39
1601358813.64,1540.09477,1601358814.07,0.434,6.35
1601358823.64,1540.09578,1601358823.91,0.274,6.32
1601358833.64,1540.09443,1601358833.74,0.104,6.34
1601358843.64,1540.09451,1601358843.59,-0.046,6.26
1601358853.64,1540.09496,1601358853.43,-0.206,6.24
1601358863.64,1540.09365,1601358863.27,-0.366,6.19
1601358873.64,1540.09312,1601358873.1,-0.536,6.16
1601358883.64,1540.09237,1601358884.04,0.404,6.13
1601358893.64,1540.0919,1601358893.88,0.244,6.12
1601358903.64,1540.09055,1601358903.72,0.084,6.07
1601358913.64,1540.09165,1601358913.56,-0.076,6.06
1601358923.64,1540.09113,1601358923.4,-0.236,6.04
1601358933.64,1540.091,1601358933.25,-0.386,6.01
1601358943.64,1540.0919,1601358944.18,0.544,5.97
1601358953.64,1540.091,1601358954.01,0.374,5.96
1601358963.64,1540.08998,1601358963.86,0.224,5.98
1601358973.64,1540.09065,1601358973.7,0.064,5.95
1601358983.64,1540.09058,1601358983.54,-0.096,5.93
1601358993.64,1540.08965,1601358993.38,-0.256,5.95
1601359003.64,1540.09061,1601359003.23,-0.406,5.93
1601359013.64,1540.08978,1601359014.15,0.514,5.94
1601359023.64,1540.09018,1601359023.99,0.354,5.89
1601359033.64,1540.08879,1601359033.83,0.194,5.84
1601359043.64,1540.08902,1601359043.68,0.044,5.86
1601359053.64,1540.0895,1601359053.51,-0.126,5.84
1601359063.64,1540.09035,1601359063.35,-0.286,5.84
1601359073.64,1540.08976,1601359073.2,-0.436,5.83
1601359083.64,1540.09048,1601359084.13,0.494,5.88
1601359093.64,1540.08898,1601359093.97,0.334,5.83
1601359103.64,1540.09055,1601359103.81,0.174,5.85
1601359113.64,1540.08903,1601359113.65,0.014,5.77
1601359123.64,1540.0903,1601359123.49,-0.146,5.73
1601359133.64,1540.08967,1601359133.34,-0.296,5.74
1601359143.64,1540.08908,1601359143.18,-0.456,5.71
1601359153.64,1540.08898,1601359154.11,0.474,5.7
1601359163.64,1540.08792,1601359163.95,0.314,5.67
1601359173.64,1540.08785,1601359173.79,0.154,5.66
1601359183.64,1540.08823,1601359183.64,0.004,5.65
1601359193.64,1540.0866,1601359193.47,-0.166,5.6
1601359203.64,1540.08627,1601359203.31,-0.326,5.52
1601359213.64,1540.08647,1601359213.16,-0.476,5.54
1601359223.64,1540.0876,1601359224.09,0.454,5.47
1601359233.64,1540.08709,1601359233.94,0.304,5.5
1601359243.64,1540.08672,1601359243.77,0.134,5.46
1601359253.64,1540.08682,1601359253.61,-0.026,5.47
1601359263.64,1540.08708,1601359263.46,-0.176,5.46
1601359273.64,1540.08666,1601359273.3,-0.336,5.45
1601359283.64,1540.08615,1601359283.13,-0.506,5.4
1601359293.64,1540.08485,1601359294.07,0.434,5.33
1601359303.64,1540.08496,1601359303.91,0.274,5.31
1601359313.64,1540.08446,1601359313.75,0.114,5.21
1601359323.64,1540.0837,1601359323.59,-0.046,5.24
1601359333.64,1540.08351,1601359333.43,-0.206,5.21
1601359343.64,1540.08367,1601359343.27,-0.366,5.21
1601359353.64,1540.08348,1601359353.11,-0.526,5.15
1601359363.64,1540.08244,1601359364.05,0.414,5.14
1601359373.64,1540.08286,1601359373.9,0.264,5.09
1601359383.64,1540.08196,1601359383.73,0.094,5.06
1601359393.64,1540.08228,1601359393.57,-0.066,5.06
1601359403.64,1540.08174,1601359403.41,-0.226,5.04
1601359413.64,1540.08246,1601359413.25,-0.386,5.01
1601359423.64,1540.08149,1601359423.1,-0.536,5.0
1601359433.64,1540.08187,1601359434.03,0.394,4.98
1601359443.64,1540.08135,1601359443.87,0.234,4.97
1601359453.64,1540.08128,1601359453.72,0.084,4.98
1601359463.64,1540.08178,1601359463.56,-0.076,4.96
1601359473.64,1540.08147,1601359473.39,-0.246,4.94
1601359483.64,1540.08109,1601359483.24,-0.396,4.96
1601359493.64,1540.081,1601359494.17,0.534,4.93
1601359503.64,1540.08058,1601359504.01,0.374,4.88
1601359513.64,1540.08126,1601359513.85,0.214,4.95
1601359523.64,1540.08145,1601359523.7,0.064,4.92
1601359533.64,1540.0812,1601359533.53,-0.106,4.92
1601359543.64,1540.08043,1601359543.38,-0.256,4.94
1601359553.64,1540.08054,1601359553.22,-0.416,4.89
1601359563.64,1540.08087,1601359564.15,0.514,4.89
1601359573.64,1540.08051,1601359573.99,0.354,4.9
1601359583.64,1540.07989,1601359583.84,0.204,4.9
1601359593.64,1540.07996,1601359593.68,0.044,4.89
1601359603.64,1540.08071,1601359603.52,-0.116,4.88
1601359613.64,1540.0794,1601359613.36,-0.276,4.91
1601359623.64,1540.07957,1601359623.2,-0.436,4.92
1601359633.64,1540.08004,1601359634.13,0.494,4.91
1601359643.64,1540.0803,1601359643.98,0.344,4.91
1601359653.64,1540.0802,1601359653.82,0.184,4.9
1601359663.64,1540.07992,1601359663.66,0.024,4.91
1601359673.64,1540.0804,1601359673.5,-0.136,4.87
1601359683.64,1540.08027,1601359683.34,-0.296,4.89
1601359693.64,1540.08037,1601359693.2,-0.436,4.9
1601359703.64,1540.08127,1601359704.12,0.484,4.92
1601359713.64,1540.07977,1601359713.96,0.324,4.9
1601359723.64,1540.07997,1601359723.8,0.164,4.93
1601359733.64,1540.08093,1601359733.65,0.014,4.98
1601359743.64,1540.08083,1601359743.48,-0.156,4.94
1601359753.64,1540.08063,1601359753.32,-0.316,4.92
1601359763.64,1540.08023,1601359763.17,-0.466,4.97
1601359773.64,1540.08094,1601359774.1,0.464,4.95
1601359783.64,1540.07964,1601359783.94,0.304,4.94
1601359793.64,1540.08078,1601359793.78,0.144,4.96
1601359803.64,1540.08056,1601359803.62,-0.016,4.96
1601359813.64,1540.08085,1601359813.47,-0.166,4.91
1601359823.64,1540.08041,1601359823.31,-0.326,4.89
1601359833.64,1540.08017,1601359833.15,-0.486,4.87
1601359843.64,1540.08015,1601359844.08,0.444,4.87
1601359853.64,1540.08037,1601359853.93,0.294,4.87
1601359863.64,1540.08043,1601359863.76,0.124,4.87
1601359873.64,1540.08002,1601359873.61,-0.026,4.88
1601359883.64,1540.07934,1601359883.45,-0.186,4.81
1601359893.64,1540.07931,1601359893.29,-0.346,4.88
1601359903.64,1540.08028,1601359903.13,-0.506,4.84
1601359913.64,1540.08025,1601359914.06,0.424,4.85
1601359923.64,1540.08117,1601359923.91,0.274,4.88
1601359933.64,1540.07956,1601359933.74,0.104,4.89
1601359943.64,1540.08058,1601359943.59,-0.046,4.83
1601359953.64,1540.08,1601359953.43,-0.206,4.87
1601359963.64,1540.08038,1601359963.27,-0.366,4.87
1601359973.64,1540.08054,1601359973.11,-0.526,4.88
1601359983.64,1540.08045,1601359984.05,0.414,4.88
1601359993.64,1540.08012,1601359993.89,0.254,4.88
1601360003.64,1540.08035,1601360003.73,0.094,4.86
1601360013.64,1540.08002,1601360013.57,-0.066,4.87
1601360023.64,1540.08016,1601360023.41,-0.226,4.9
1601360033.64,1540.08047,1601360033.25,-0.386,4.88
1601360043.64,1540.08002,1601360043.09,-0.546,4.88
