UnixTime_FBG, Lambda, UnixTime_PT1000, diff_t, T
1601247688.2,1540.06626,1601247688.38,0.178,17.58
1601247698.2,1540.06705,1601247698.23,0.028,17.57
1601247708.2,1540.06573,1601247708.08,-0.122,17.55
1601247718.2,1540.06543,1601247717.93,-0.272,17.53
1601247728.2,1540.06574,1601247727.78,-0.422,17.49
1601247738.2,1540.06516,1601247738.73,0.528,17.51
1601247748.2,1540.06395,1601247748.58,0.378,17.44
1601247758.2,1540.06527,1601247758.43,0.228,17.43
1601247768.2,1540.06504,1601247768.28,0.078,17.45
1601247778.2,1540.06427,1601247778.13,-0.072,17.42
1601247788.2,1540.06184,1601247787.98,-0.222,17.22
1601247798.2,1540.05289,1601247797.84,-0.362,16.54
1601247808.2,1540.0433,1601247807.68,-0.522,15.74
1601247818.2,1540.03605,1601247818.64,0.438,14.87
1601247828.2,1540.02733,1601247828.49,0.288,14.18
1601247838.2,1540.01992,1601247838.34,0.138,13.53
1601247848.2,1540.01087,1601247848.19,-0.012,12.8
1601247858.2,1540.00183,1601247858.05,-0.152,12.0
1601247868.2,1539.99367,1601247867.89,-0.312,11.24
1601247878.2,1539.98615,1601247877.74,-0.462,10.58
1601247888.2,1539.98032,1601247888.69,0.488,10.03
1601247898.2,1539.97564,1601247898.53,0.328,9.5
1601247908.2,1539.97052,1601247908.37,0.168,9.08
1601247918.2,1539.96539,1601247918.22,0.018,8.52
1601247928.2,1539.96077,1601247928.06,-0.142,8.08
1601247938.2,1539.95664,1601247937.9,-0.302,7.71
1601247948.2,1539.95492,1601247947.74,-0.462,7.54
1601247958.2,1539.9546,1601247958.67,0.468,7.47
1601247968.2,1539.95412,1601247968.51,0.308,7.38
1601247978.2,1539.952,1601247978.34,0.138,7.19
1601247988.2,1539.94979,1601247988.18,-0.022,7.05
1601247998.2,1539.94945,1601247998.03,-0.172,6.86
1601248008.2,1539.94721,1601248007.86,-0.342,6.78
1601248018.2,1539.94729,1601248017.7,-0.502,6.68
1601248028.2,1539.94626,1601248028.64,0.438,6.53
1601248038.2,1539.9445,1601248038.48,0.278,6.39
1601248048.2,1539.94394,1601248048.32,0.118,6.31
1601248058.2,1539.9425,1601248058.16,-0.042,6.21
1601248068.2,1539.94211,1601248068.0,-0.202,6.14
1601248078.2,1539.94153,1601248077.84,-0.362,6.07
1601248088.2,1539.93994,1601248087.67,-0.532,6.01
1601248098.2,1539.93944,1601248098.61,0.408,5.99
1601248108.2,1539.93899,1601248108.45,0.248,5.94
1601248118.2,1539.93948,1601248118.29,0.088,5.88
1601248128.2,1539.93883,1601248128.14,-0.062,5.85
1601248138.2,1539.93835,1601248137.97,-0.232,5.83
1601248148.2,1539.93857,1601248147.81,-0.392,5.81
1601248158.2,1539.93814,1601248158.74,0.538,5.85
1601248168.2,1539.93807,1601248168.58,0.378,5.84
1601248178.2,1539.93801,1601248178.42,0.218,5.78
1601248188.2,1539.93759,1601248188.26,0.058,5.78
1601248198.2,1539.93804,1601248198.1,-0.102,5.74
1601248208.2,1539.93778,1601248207.95,-0.252,5.73
1601248218.2,1539.9375,1601248217.78,-0.422,5.74
1601248228.2,1539.93655,1601248228.71,0.508,5.75
1601248238.2,1539.93775,1601248238.56,0.358,5.75
1601248248.2,1539.93759,1601248248.4,0.198,5.75
1601248258.2,1539.93678,1601248258.24,0.038,5.67
1601248268.2,1539.93757,1601248268.08,-0.122,5.66
1601248278.2,1539.93677,1601248277.92,-0.282,5.62
1601248288.2,1539.93578,1601248287.76,-0.442,5.64
1601248298.2,1539.93641,1601248298.69,0.488,5.6
1601248308.2,1539.93577,1601248308.53,0.328,5.59
1601248318.2,1539.93502,1601248318.37,0.168,5.58
1601248328.2,1539.93547,1601248328.21,0.008,5.58
1601248338.2,1539.9358,1601248338.05,-0.152,5.57
1601248348.2,1539.93538,1601248347.89,-0.312,5.54
1601248358.2,1539.93509,1601248357.73,-0.472,5.47
1601248368.2,1539.93443,1601248368.66,0.458,5.48
1601248378.2,1539.93357,1601248378.51,0.308,5.46
1601248388.2,1539.93376,1601248388.34,0.138,5.45
1601248398.2,1539.93375,1601248398.19,-0.012,5.45
1601248408.2,1539.93382,1601248408.02,-0.182,5.43
1601248418.2,1539.93377,1601248417.87,-0.332,5.39
1601248428.2,1539.9325,1601248427.71,-0.492,5.37
1601248438.2,1539.93274,1601248438.64,0.438,5.34
1601248448.2,1539.93304,1601248448.48,0.278,5.3
1601248458.2,1539.93204,1601248458.33,0.128,5.26
1601248468.2,1539.9324,1601248468.17,-0.032,5.21
1601248478.2,1539.93257,1601248478.0,-0.202,5.23
1601248488.2,1539.93243,1601248487.85,-0.352,5.27
1601248498.2,1539.93184,1601248497.69,-0.512,5.25
1601248508.2,1539.93235,1601248508.62,0.418,5.26
1601248518.2,1539.93247,1601248518.46,0.258,5.26
1601248528.2,1539.93196,1601248528.3,0.098,5.21
1601248538.2,1539.93264,1601248538.14,-0.062,5.27
1601248548.2,1539.93214,1601248547.98,-0.222,5.23
1601248558.2,1539.93198,1601248557.82,-0.382,5.22
1601248568.2,1539.93243,1601248567.66,-0.542,5.19
1601248578.2,1539.9321,1601248578.6,0.398,5.19
1601248588.2,1539.93123,1601248588.43,0.228,5.16
1601248598.2,1539.93131,1601248598.28,0.078,5.13
1601248608.2,1539.93123,1601248608.11,-0.092,5.12
1601248618.2,1539.93076,1601248617.96,-0.242,5.12
1601248628.2,1539.93006,1601248627.8,-0.402,5.1
1601248638.2,1539.92979,1601248638.73,0.528,5.04
1601248648.2,1539.92986,1601248648.57,0.368,5.0
1601248658.2,1539.92998,1601248658.41,0.208,4.98
1601248668.2,1539.9293,1601248668.25,0.048,4.94
1601248678.2,1539.92865,1601248678.09,-0.112,4.89
1601248688.2,1539.92897,1601248687.93,-0.272,4.87
1601248698.2,1539.92984,1601248697.77,-0.432,4.89
1601248708.2,1539.92801,1601248708.7,0.498,4.88
1601248718.2,1539.92835,1601248718.54,0.338,4.89
1601248728.2,1539.92878,1601248728.39,0.188,4.86
1601248738.2,1539.92869,1601248738.23,0.028,4.83
1601248748.2,1539.92779,1601248748.07,-0.132,4.85
1601248758.2,1539.92842,1601248757.91,-0.292,4.84
1601248768.2,1539.92796,1601248767.75,-0.452,4.84
1601248778.2,1539.92824,1601248778.69,0.488,4.8
1601248788.2,1539.92815,1601248788.53,0.328,4.79
1601248798.2,1539.9274,1601248798.37,0.168,4.81
1601248808.2,1539.92776,1601248808.22,0.018,4.8
1601248818.2,1539.92809,1601248818.05,-0.152,4.81
1601248828.2,1539.92799,1601248827.9,-0.302,4.82
1601248838.2,1539.92795,1601248837.73,-0.472,4.81
1601248848.2,1539.92873,1601248848.67,0.468,4.82
1601248858.2,1539.92814,1601248858.51,0.308,4.79
1601248868.2,1539.92782,1601248868.36,0.158,4.79
1601248878.2,1539.92734,1601248878.19,-0.012,4.77
1601248888.2,1539.92774,1601248888.04,-0.162,4.78
1601248898.2,1539.92829,1601248897.88,-0.322,4.77
1601248908.2,1539.92722,1601248907.71,-0.492,4.77
1601248918.2,1539.92818,1601248918.65,0.448,4.77
1601248928.2,1539.92836,1601248928.49,0.288,4.77
1601248938.2,1539.92768,1601248938.34,0.138,4.76
1601248948.2,1539.92817,1601248948.17,-0.032,4.7
1601248958.2,1539.92686,1601248958.02,-0.182,4.73
1601248968.2,1539.92863,1601248967.85,-0.352,4.8
1601248978.2,1539.92739,1601248977.7,-0.502,4.76
1601248988.2,1539.92759,1601248988.64,0.438,4.79
1601248998.2,1539.92747,1601248998.47,0.268,4.77
1601249008.2,1539.92735,1601249008.31,0.108,4.79
1601249018.2,1539.9275,1601249018.15,-0.052,4.77
1601249028.2,1539.92731,1601249028.0,-0.202,4.78
1601249038.2,1539.92765,1601249037.84,-0.362,4.78
1601249048.2,1539.92759,1601249047.67,-0.532,4.74
1601249058.2,1539.92787,1601249058.61,0.408,4.79
1601249068.2,1539.92739,1601249068.45,0.248,4.79
1601249078.2,1539.92807,1601249078.3,0.098,4.78
1601249088.2,1539.92862,1601249088.14,-0.062,4.8
1601249098.2,1539.92848,1601249097.98,-0.222,4.8
1601249108.2,1539.92772,1601249107.82,-0.382,4.73
1601249118.2,1539.92781,1601249118.75,0.548,4.76
1601249128.2,1539.92796,1601249128.59,0.388,4.76
1601249138.2,1539.92806,1601249138.43,0.228,4.74
1601249148.2,1539.92785,1601249148.27,0.068,4.74
1601249158.2,1539.92739,1601249158.12,-0.082,4.74
1601249168.2,1539.92732,1601249167.96,-0.242,4.74
1601249178.2,1539.9272,1601249177.8,-0.402,4.73
1601249188.2,1539.92704,1601249188.73,0.528,4.74
1601249198.2,1539.92668,1601249198.57,0.368,4.72
1601249208.2,1539.92772,1601249208.42,0.218,4.7
1601249218.2,1539.927,1601249218.25,0.048,4.7
1601249228.2,1539.92765,1601249228.1,-0.102,4.76
1601249238.2,1539.92764,1601249237.94,-0.262,4.78
1601249248.2,1539.92815,1601249247.78,-0.422,4.77
1601249258.2,1539.92673,1601249258.71,0.508,4.76
