UnixTime_FBG, Lambda, UnixTime_PT1000, diff_t, T
1601247688.2,1557.47606,1601247688.01,-0.192,18.41
1601247698.2,1557.4754,1601247697.86,-0.342,18.31
1601247708.2,1557.47453,1601247707.71,-0.492,18.17
1601247718.2,1557.47303,1601247718.66,0.458,18.1
1601247728.2,1557.47378,1601247728.51,0.308,18.04
1601247738.2,1557.47168,1601247738.36,0.158,17.95
1601247748.2,1557.47115,1601247748.21,0.008,17.91
1601247758.2,1557.47122,1601247758.06,-0.142,17.87
1601247768.2,1557.47087,1601247767.91,-0.292,17.79
1601247778.2,1557.46937,1601247777.76,-0.442,17.74
1601247788.2,1557.46669,1601247788.71,0.508,17.58
1601247798.2,1557.45686,1601247798.56,0.358,17.0
1601247808.2,1557.4473,1601247808.41,0.208,16.38
1601247818.2,1557.44101,1601247818.27,0.068,15.78
1601247828.2,1557.43375,1601247828.11,-0.092,15.16
1601247838.2,1557.42764,1601247837.97,-0.232,14.6
1601247848.2,1557.42011,1601247847.82,-0.382,13.99
1601247858.2,1557.41085,1601247857.67,-0.532,13.29
1601247868.2,1557.40122,1601247868.62,0.418,12.49
1601247878.2,1557.39526,1601247878.47,0.268,11.86
1601247888.2,1557.38948,1601247888.32,0.118,11.35
1601247898.2,1557.38309,1601247898.16,-0.042,10.82
1601247908.2,1557.37966,1601247908.0,-0.202,10.32
1601247918.2,1557.3722,1601247917.85,-0.352,9.83
1601247928.2,1557.36846,1601247927.69,-0.512,9.33
1601247938.2,1557.36573,1601247938.62,0.418,8.89
1601247948.2,1557.36338,1601247948.46,0.258,8.68
1601247958.2,1557.36277,1601247958.3,0.098,8.53
1601247968.2,1557.3625,1601247968.14,-0.062,8.39
1601247978.2,1557.35991,1601247977.98,-0.222,8.15
1601247988.2,1557.35615,1601247987.82,-0.382,7.89
1601247998.2,1557.35441,1601247997.66,-0.542,7.71
1601248008.2,1557.35365,1601248008.59,0.388,7.57
1601248018.2,1557.35114,1601248018.43,0.228,7.41
1601248028.2,1557.34884,1601248028.27,0.068,7.17
1601248038.2,1557.34699,1601248038.11,-0.092,6.97
1601248048.2,1557.34577,1601248047.95,-0.252,6.82
1601248058.2,1557.34473,1601248057.79,-0.412,6.66
1601248068.2,1557.34332,1601248068.72,0.518,6.53
1601248078.2,1557.34189,1601248078.56,0.358,6.4
1601248088.2,1557.342,1601248088.4,0.198,6.33
1601248098.2,1557.34071,1601248098.24,0.038,6.25
1601248108.2,1557.34034,1601248108.08,-0.122,6.19
1601248118.2,1557.33916,1601248117.92,-0.282,6.1
1601248128.2,1557.33869,1601248127.77,-0.432,6.05
1601248138.2,1557.33905,1601248138.69,0.488,6.0
1601248148.2,1557.33804,1601248148.54,0.338,5.95
1601248158.2,1557.33781,1601248158.38,0.178,5.92
1601248168.2,1557.33874,1601248168.22,0.018,5.87
1601248178.2,1557.33758,1601248178.06,-0.142,5.84
1601248188.2,1557.33807,1601248187.89,-0.312,5.82
1601248198.2,1557.33681,1601248197.74,-0.462,5.79
1601248208.2,1557.33662,1601248208.67,0.468,5.77
1601248218.2,1557.33741,1601248218.51,0.308,5.76
1601248228.2,1557.33694,1601248228.35,0.148,5.77
1601248238.2,1557.33709,1601248238.19,-0.012,5.82
1601248248.2,1557.33662,1601248248.03,-0.172,5.76
1601248258.2,1557.33601,1601248257.87,-0.332,5.74
1601248268.2,1557.33463,1601248267.71,-0.492,5.69
1601248278.2,1557.33634,1601248278.64,0.438,5.66
1601248288.2,1557.33587,1601248288.48,0.278,5.62
1601248298.2,1557.33457,1601248298.32,0.118,5.64
1601248308.2,1557.33446,1601248308.16,-0.042,5.57
1601248318.2,1557.33486,1601248318.0,-0.202,5.53
1601248328.2,1557.33452,1601248327.84,-0.362,5.49
1601248338.2,1557.33498,1601248337.68,-0.522,5.48
1601248348.2,1557.33346,1601248348.61,0.408,5.45
1601248358.2,1557.33505,1601248358.45,0.248,5.46
1601248368.2,1557.33305,1601248368.3,0.098,5.43
1601248378.2,1557.33299,1601248378.14,-0.062,5.45
1601248388.2,1557.33392,1601248387.98,-0.222,5.4
1601248398.2,1557.33237,1601248397.82,-0.382,5.41
1601248408.2,1557.33264,1601248407.66,-0.542,5.39
1601248418.2,1557.33123,1601248418.59,0.388,5.34
1601248428.2,1557.33271,1601248428.43,0.228,5.31
1601248438.2,1557.33169,1601248438.27,0.068,5.3
1601248448.2,1557.33161,1601248448.11,-0.092,5.25
1601248458.2,1557.32993,1601248457.96,-0.242,5.24
1601248468.2,1557.3312,1601248467.79,-0.412,5.23
1601248478.2,1557.33142,1601248478.73,0.528,5.18
1601248488.2,1557.33196,1601248488.57,0.368,5.2
1601248498.2,1557.33021,1601248498.41,0.208,5.2
1601248508.2,1557.3315,1601248508.25,0.048,5.2
1601248518.2,1557.3315,1601248518.09,-0.112,5.2
1601248528.2,1557.33244,1601248527.93,-0.272,5.19
1601248538.2,1557.33109,1601248537.77,-0.432,5.19
1601248548.2,1557.33241,1601248548.71,0.508,5.2
1601248558.2,1557.33069,1601248558.54,0.338,5.15
1601248568.2,1557.33274,1601248568.39,0.188,5.2
1601248578.2,1557.33214,1601248578.23,0.028,5.17
1601248588.2,1557.33116,1601248588.06,-0.142,5.14
1601248598.2,1557.3317,1601248597.91,-0.292,5.13
1601248608.2,1557.33066,1601248607.75,-0.452,5.14
1601248618.2,1557.33139,1601248618.68,0.478,5.13
1601248628.2,1557.32952,1601248628.52,0.318,5.12
1601248638.2,1557.32962,1601248638.37,0.168,5.06
1601248648.2,1557.32916,1601248648.2,-0.002,4.99
1601248658.2,1557.32987,1601248658.04,-0.162,4.99
1601248668.2,1557.32957,1601248667.88,-0.322,5.0
1601248678.2,1557.32821,1601248677.72,-0.482,4.87
1601248688.2,1557.32677,1601248688.65,0.448,4.87
1601248698.2,1557.32801,1601248698.5,0.298,4.81
1601248708.2,1557.32828,1601248708.34,0.138,4.78
1601248718.2,1557.32702,1601248718.18,-0.022,4.78
1601248728.2,1557.32624,1601248728.02,-0.182,4.78
1601248738.2,1557.327,1601248737.86,-0.342,4.75
1601248748.2,1557.32749,1601248747.7,-0.502,4.75
1601248758.2,1557.32611,1601248758.64,0.438,4.75
1601248768.2,1557.32709,1601248768.48,0.278,4.7
1601248778.2,1557.3269,1601248778.32,0.118,4.71
1601248788.2,1557.32592,1601248788.16,-0.042,4.73
1601248798.2,1557.32597,1601248798.0,-0.202,4.69
1601248808.2,1557.32522,1601248807.84,-0.362,4.7
1601248818.2,1557.32643,1601248817.69,-0.512,4.69
1601248828.2,1557.32579,1601248828.62,0.418,4.67
1601248838.2,1557.32629,1601248838.46,0.258,4.7
1601248848.2,1557.32694,1601248848.3,0.098,4.66
1601248858.2,1557.32583,1601248858.14,-0.062,4.68
1601248868.2,1557.32617,1601248867.98,-0.222,4.65
1601248878.2,1557.32588,1601248877.82,-0.382,4.62
1601248888.2,1557.32465,1601248887.67,-0.532,4.64
1601248898.2,1557.32648,1601248898.6,0.398,4.61
1601248908.2,1557.32561,1601248908.44,0.238,4.66
1601248918.2,1557.32557,1601248918.28,0.078,4.66
1601248928.2,1557.32463,1601248928.12,-0.082,4.66
1601248938.2,1557.32674,1601248937.97,-0.232,4.62
1601248948.2,1557.32555,1601248947.81,-0.392,4.63
1601248958.2,1557.32609,1601248958.74,0.538,4.64
1601248968.2,1557.32585,1601248968.58,0.378,4.63
1601248978.2,1557.32577,1601248978.42,0.218,4.63
1601248988.2,1557.32578,1601248988.26,0.058,4.6
1601248998.2,1557.32446,1601248998.1,-0.102,4.6
1601249008.2,1557.32786,1601249007.95,-0.252,4.64
1601249018.2,1557.32454,1601249017.78,-0.422,4.66
1601249028.2,1557.32525,1601249028.72,0.518,4.6
1601249038.2,1557.32427,1601249038.56,0.358,4.6
1601249048.2,1557.32571,1601249048.4,0.198,4.58
1601249058.2,1557.32673,1601249058.24,0.038,4.61
1601249068.2,1557.32553,1601249068.09,-0.112,4.61
1601249078.2,1557.32608,1601249077.93,-0.272,4.6
1601249088.2,1557.3265,1601249087.77,-0.432,4.65
1601249098.2,1557.32647,1601249098.7,0.498,4.57
1601249108.2,1557.32509,1601249108.54,0.338,4.59
1601249118.2,1557.32657,1601249118.38,0.178,4.58
1601249128.2,1557.32611,1601249128.22,0.018,4.59
1601249138.2,1557.32587,1601249138.06,-0.142,4.58
1601249148.2,1557.32492,1601249147.91,-0.292,4.57
1601249158.2,1557.3259,1601249157.74,-0.462,4.57
1601249168.2,1557.32624,1601249168.68,0.478,4.6
1601249178.2,1557.32538,1601249178.52,0.318,4.57
1601249188.2,1557.32615,1601249188.36,0.158,4.58
