UnixTime_FBG, Lambda, UnixTime_PT1000, diff_t, T
1601022272.74,1540.03304,1601022273.15,0.409,20.31
1601022282.74,1540.03299,1601022282.98,0.239,20.29
1601022292.74,1540.03238,1601022292.82,0.079,20.32
1601022302.74,1540.0322,1601022302.65,-0.091,20.3
1601022312.74,1540.03169,1601022312.49,-0.251,20.28
1601022322.74,1540.03131,1601022322.32,-0.421,20.25
1601022332.74,1540.03142,1601022333.25,0.509,20.22
1601022342.74,1540.03155,1601022343.09,0.349,20.25
1601022352.74,1540.03141,1601022352.92,0.179,20.21
1601022362.74,1540.03071,1601022362.76,0.019,20.23
1601022372.74,1540.03057,1601022372.59,-0.151,20.18
1601022382.74,1540.03141,1601022382.42,-0.321,20.23
1601022392.74,1540.02997,1601022392.26,-0.481,20.19
1601022402.74,1540.03131,1601022403.18,0.439,20.2
1601022412.74,1540.03058,1601022413.02,0.279,20.17
1601022422.74,1540.03065,1601022422.86,0.119,20.0
1601022432.74,1540.02616,1601022432.7,-0.041,19.66
1601022442.74,1540.02206,1601022442.53,-0.211,19.19
1601022452.74,1540.0153,1601022452.37,-0.371,18.55
1601022462.74,1540.00836,1601022462.2,-0.541,17.95
1601022472.74,1540.00157,1601022473.13,0.389,17.27
1601022482.74,1539.9944,1601022482.96,0.219,16.63
1601022492.74,1539.98692,1601022492.8,0.059,15.98
1601022502.74,1539.97826,1601022502.63,-0.111,15.36
1601022512.74,1539.97142,1601022512.47,-0.271,14.64
1601022522.74,1539.96516,1601022522.31,-0.431,13.88
1601022532.74,1539.95556,1601022533.23,0.489,13.08
1601022542.74,1539.9475,1601022543.06,0.319,12.3
1601022552.74,1539.93893,1601022552.9,0.159,11.53
1601022562.74,1539.9298,1601022562.74,-0.001,10.75
1601022572.74,1539.92101,1601022572.57,-0.171,10.12
1601022582.74,1539.91372,1601022582.4,-0.341,9.54
1601022592.74,1539.90699,1601022592.23,-0.511,8.93
1601022602.74,1539.90141,1601022603.15,0.409,8.5
1601022612.74,1539.89791,1601022612.97,0.229,8.26
1601022622.74,1539.89518,1601022622.79,0.049,7.97
1601022632.74,1539.89297,1601022632.62,-0.121,7.85
1601022642.74,1539.89003,1601022642.43,-0.311,7.7
1601022652.74,1539.888,1601022652.25,-0.491,7.58
