UnixTime_FBG, Lambda, UnixTime_PT1000, diff_t, T
1601022272.74,1564.98571,1601022272.98,0.239,20.3
1601022282.74,1564.98508,1601022282.81,0.069,20.27
1601022292.74,1564.98488,1601022292.64,-0.101,20.24
1601022302.74,1564.98488,1601022302.48,-0.261,20.24
1601022312.74,1564.98439,1601022312.31,-0.431,20.25
1601022322.74,1564.98328,1601022323.24,0.499,20.19
1601022332.74,1564.98359,1601022333.08,0.339,20.2
1601022342.74,1564.98239,1601022342.91,0.169,20.16
1601022352.74,1564.98364,1601022352.75,0.009,20.16
1601022362.74,1564.98327,1601022362.58,-0.161,20.15
1601022372.74,1564.98301,1601022372.41,-0.331,20.17
1601022382.74,1564.98262,1601022382.25,-0.491,20.13
1601022392.74,1564.98313,1601022393.19,0.449,20.09
1601022402.74,1564.98267,1601022403.02,0.279,20.09
1601022412.74,1564.98274,1601022412.85,0.109,20.11
1601022422.74,1564.98169,1601022422.69,-0.051,19.93
1601022432.74,1564.97627,1601022432.52,-0.221,19.6
1601022442.74,1564.96981,1601022442.35,-0.391,19.11
1601022452.74,1564.96365,1601022453.29,0.549,18.48
1601022462.74,1564.95397,1601022463.12,0.379,17.86
1601022472.74,1564.9458,1601022472.95,0.209,17.27
1601022482.74,1564.93882,1601022482.8,0.059,16.65
1601022492.74,1564.93178,1601022492.62,-0.121,16.02
1601022502.74,1564.9229,1601022502.46,-0.281,15.34
1601022512.74,1564.9155,1601022512.29,-0.451,14.63
1601022522.74,1564.90597,1601022523.22,0.479,13.89
1601022532.74,1564.89875,1601022533.06,0.319,13.14
1601022542.74,1564.8885,1601022542.9,0.159,12.32
1601022552.74,1564.88036,1601022552.73,-0.011,11.59
1601022562.74,1564.87261,1601022562.57,-0.171,10.88
1601022572.74,1564.86359,1601022572.4,-0.341,10.1
1601022582.74,1564.8563,1601022582.23,-0.511,9.43
1601022592.74,1564.8495,1601022593.15,0.409,8.89
1601022602.74,1564.84595,1601022602.97,0.229,8.5
1601022612.74,1564.84424,1601022612.8,0.059,8.16
1601022622.74,1564.84046,1601022622.62,-0.121,7.95
1601022632.74,1564.83942,1601022632.44,-0.301,7.81
1601022642.74,1564.83951,1601022642.26,-0.481,7.68
1601022652.74,1564.83897,1601022653.17,0.429,7.57
1601022662.74,1564.83719,1601022662.99,0.249,7.49
1601022672.74,1564.83749,1601022672.82,0.079,7.49
1601022682.74,1564.83561,1601022682.64,-0.101,7.42
1601022692.74,1564.83572,1601022692.45,-0.291,7.35
1601022702.74,1564.83392,1601022702.28,-0.461,7.26
1601022712.74,1564.83393,1601022713.19,0.449,7.21
1601022722.74,1564.83482,1601022723.02,0.279,7.21
1601022732.74,1564.83366,1601022732.83,0.089,7.11
1601022742.74,1564.83306,1601022742.65,-0.091,7.05
1601022752.74,1564.8327,1601022752.47,-0.271,7.06
1601022762.74,1564.83074,1601022762.3,-0.441,7.0
1601022772.74,1564.83207,1601022773.21,0.469,6.92
1601022782.74,1564.83019,1601022783.03,0.289,6.88
1601022792.74,1564.82832,1601022792.85,0.109,6.78
1601022802.74,1564.82862,1601022802.68,-0.061,6.76
1601022812.74,1564.82938,1601022812.49,-0.251,6.67
1601022822.74,1564.82785,1601022822.32,-0.421,6.67
1601022832.74,1564.82769,1601022833.23,0.489,6.64
1601022842.74,1564.82774,1601022843.06,0.319,6.6
1601022852.74,1564.82749,1601022852.87,0.129,6.55
1601022862.74,1564.82554,1601022862.7,-0.041,6.55
1601022872.74,1564.82604,1601022872.52,-0.221,6.5
1601022882.74,1564.82541,1601022882.34,-0.401,6.48
1601022892.74,1564.82596,1601022893.26,0.519,6.46
1601022902.74,1564.825,1601022903.07,0.329,6.43
1601022912.74,1564.82576,1601022912.89,0.149,6.4
1601022922.74,1564.82523,1601022922.71,-0.031,6.37
1601022932.74,1564.82565,1601022932.55,-0.191,6.39
1601022942.74,1564.82592,1601022942.36,-0.381,6.38
