UnixTime_FBG, Lambda, UnixTime_PT1000, diff_t, T
1601022272.74,1540.04964,1601022273.13,0.389,20.48
1601022282.74,1540.04936,1601022282.96,0.219,20.56
1601022292.74,1540.04887,1601022292.8,0.059,20.46
1601022302.74,1540.04865,1601022302.64,-0.101,20.47
1601022312.74,1540.04813,1601022312.47,-0.271,20.53
1601022322.74,1540.04882,1601022322.31,-0.431,20.43
1601022332.74,1540.04761,1601022333.23,0.489,20.43
1601022342.74,1540.04777,1601022343.07,0.329,20.4
1601022352.74,1540.04806,1601022352.9,0.159,20.35
1601022362.74,1540.04775,1601022362.74,-0.001,20.4
1601022372.74,1540.04821,1601022372.57,-0.171,20.31
1601022382.74,1540.04797,1601022382.41,-0.331,20.39
1601022392.74,1540.04796,1601022392.24,-0.501,20.42
1601022402.74,1540.04835,1601022403.17,0.429,20.37
1601022412.74,1540.04781,1601022413.01,0.269,20.37
1601022422.74,1540.04731,1601022422.84,0.099,20.2
1601022432.74,1540.04319,1601022432.68,-0.061,19.88
1601022442.74,1540.03967,1601022442.51,-0.231,19.43
1601022452.74,1540.03538,1601022452.35,-0.391,18.99
1601022462.74,1540.02894,1601022463.28,0.539,18.38
1601022472.74,1540.02259,1601022473.11,0.369,17.88
1601022482.74,1540.01719,1601022482.95,0.209,17.36
1601022492.74,1540.01052,1601022492.78,0.039,16.81
1601022502.74,1540.0036,1601022502.62,-0.121,16.22
1601022512.74,1539.99647,1601022512.45,-0.291,15.61
1601022522.74,1539.98978,1601022522.29,-0.451,15.0
1601022532.74,1539.98151,1601022533.22,0.479,14.2
1601022542.74,1539.97417,1601022543.05,0.309,13.52
1601022552.74,1539.96679,1601022552.89,0.149,12.88
1601022562.74,1539.95675,1601022562.72,-0.021,12.09
1601022572.74,1539.94685,1601022572.56,-0.181,11.09
1601022582.74,1539.9374,1601022582.39,-0.351,10.33
1601022592.74,1539.92959,1601022592.21,-0.531,9.67
1601022602.74,1539.92299,1601022603.13,0.389,9.17
1601022612.74,1539.92063,1601022612.95,0.209,9.11
1601022622.74,1539.91936,1601022622.77,0.029,9.08
1601022632.74,1539.91907,1601022632.6,-0.141,9.07
1601022642.74,1539.91733,1601022642.41,-0.331,8.98
1601022652.74,1539.91673,1601022652.24,-0.501,8.97
1601022662.74,1539.91653,1601022663.15,0.409,8.88
1601022672.74,1539.91516,1601022672.97,0.229,8.87
1601022682.74,1539.91517,1601022682.79,0.049,8.73
1601022692.74,1539.9147,1601022692.61,-0.131,8.69
1601022702.74,1539.91318,1601022702.43,-0.311,8.56
1601022712.74,1539.91136,1601022712.25,-0.491,8.45
1601022722.74,1539.9116,1601022723.17,0.429,8.34
1601022732.74,1539.90839,1601022732.99,0.249,8.11
1601022742.74,1539.90805,1601022742.81,0.069,7.99
1601022752.74,1539.90465,1601022752.63,-0.111,7.92
1601022762.74,1539.90296,1601022762.45,-0.291,7.73
1601022772.74,1539.90254,1601022772.28,-0.461,7.55
1601022782.74,1539.90069,1601022783.19,0.449,7.45
1601022792.74,1539.9001,1601022793.01,0.269,7.38
1601022802.74,1539.89924,1601022802.83,0.089,7.27
1601022812.74,1539.89832,1601022812.65,-0.091,7.24
1601022822.74,1539.89832,1601022822.47,-0.271,7.23
1601022832.74,1539.89888,1601022832.29,-0.451,7.29
1601022842.74,1539.89722,1601022843.21,0.469,7.25
1601022852.74,1539.89694,1601022853.03,0.289,7.22
1601022862.74,1539.89798,1601022862.85,0.109,7.27
1601022872.74,1539.89813,1601022872.67,-0.071,7.28
1601022882.74,1539.89825,1601022882.49,-0.251,7.18
1601022892.74,1539.89723,1601022892.32,-0.421,7.13
1601022902.74,1539.89766,1601022903.23,0.489,7.16
1601022912.74,1539.89762,1601022913.05,0.309,7.13
1601022922.74,1539.89585,1601022922.87,0.129,7.08
1601022932.74,1539.89746,1601022932.69,-0.051,7.12
1601022942.74,1539.89712,1601022942.51,-0.231,7.05
1601022952.74,1539.8957,1601022952.34,-0.401,7.13
1601022962.74,1539.89615,1601022963.25,0.509,7.08
1601022972.74,1539.89568,1601022973.07,0.329,7.01
1601022982.74,1539.8966,1601022982.89,0.149,7.08
1601022992.74,1539.89599,1601022992.71,-0.031,7.03
1601023002.74,1539.89487,1601023002.54,-0.201,7.07
1601023012.74,1539.89537,1601023012.36,-0.381,7.0
1601023022.74,1539.89652,1601023023.27,0.529,6.99
1601023032.74,1539.89524,1601023033.09,0.349,6.97
1601023042.74,1539.89445,1601023042.92,0.179,6.96
1601023052.74,1539.89534,1601023052.74,-0.001,6.96
1601023062.74,1539.8949,1601023062.56,-0.181,7.02
1601023072.74,1539.89458,1601023072.38,-0.361,6.99
1601023082.74,1539.89558,1601023082.2,-0.541,6.92
1601023092.74,1539.89528,1601023093.12,0.379,6.89
1601023102.74,1539.89542,1601023102.93,0.189,6.83
1601023112.74,1539.89388,1601023112.76,0.019,6.82
1601023122.74,1539.89387,1601023122.58,-0.161,6.81
1601023132.74,1539.89377,1601023132.4,-0.341,6.78
1601023142.74,1539.89329,1601023142.22,-0.521,6.8
1601023152.74,1539.89363,1601023153.13,0.389,6.74
1601023162.74,1539.89286,1601023162.96,0.219,6.68
1601023172.74,1539.89223,1601023172.78,0.039,6.67
1601023182.74,1539.8919,1601023182.6,-0.141,6.7
1601023192.74,1539.89169,1601023192.42,-0.321,6.65
1601023202.74,1539.89209,1601023202.24,-0.501,6.58
1601023212.74,1539.89111,1601023213.15,0.409,6.6
1601023222.74,1539.89197,1601023222.98,0.239,6.54
1601023232.74,1539.89021,1601023232.8,0.059,6.61
1601023242.74,1539.89153,1601023242.62,-0.121,6.54
1601023252.74,1539.89103,1601023252.44,-0.301,6.52
1601023262.74,1539.89109,1601023262.26,-0.481,6.51
1601023272.74,1539.89088,1601023273.18,0.439,6.56
1601023282.74,1539.89167,1601023283.0,0.259,6.5
1601023292.74,1539.89006,1601023292.82,0.079,6.46
1601023302.74,1539.88987,1601023302.64,-0.101,6.49
1601023312.74,1539.88916,1601023312.47,-0.271,6.42
1601023322.74,1539.89059,1601023322.29,-0.451,6.44
1601023332.74,1539.89055,1601023333.2,0.459,6.47
1601023342.74,1539.89059,1601023343.02,0.279,6.43
1601023352.74,1539.88956,1601023352.85,0.109,6.44
