UnixTime_FBG, Lambda, UnixTime_PT1000, diff_t, T
1601022272.74,1535.03582,1601022272.97,0.229,20.42
1601022282.74,1535.03647,1601022282.8,0.059,20.38
1601022292.74,1535.03666,1601022292.64,-0.101,20.36
1601022302.74,1535.03605,1601022302.47,-0.271,20.37
1601022312.74,1535.03604,1601022312.31,-0.431,20.33
1601022322.74,1535.03495,1601022323.23,0.489,20.31
1601022332.74,1535.03544,1601022333.07,0.329,20.32
1601022342.74,1535.03505,1601022342.9,0.159,20.23
1601022352.74,1535.03442,1601022352.74,-0.001,20.31
1601022362.74,1535.03469,1601022362.57,-0.171,20.29
1601022372.74,1535.03447,1601022372.4,-0.341,20.31
1601022382.74,1535.03402,1601022382.24,-0.501,20.28
1601022392.74,1535.03433,1601022393.18,0.439,20.25
1601022402.74,1535.03284,1601022403.01,0.269,20.25
1601022412.74,1535.03437,1601022412.84,0.099,20.24
1601022422.74,1535.03447,1601022422.68,-0.061,20.09
1601022432.74,1535.03105,1601022432.51,-0.231,19.78
1601022442.74,1535.02636,1601022442.35,-0.391,19.3
1601022452.74,1535.02019,1601022453.28,0.539,18.66
1601022462.74,1535.01446,1601022463.11,0.369,18.09
1601022472.74,1535.00585,1601022472.95,0.209,17.42
1601022482.74,1535.00021,1601022482.79,0.049,16.88
1601022492.74,1534.9918,1601022492.62,-0.121,16.19
1601022502.74,1534.98418,1601022502.45,-0.291,15.58
1601022512.74,1534.97625,1601022512.29,-0.451,14.82
1601022522.74,1534.96741,1601022523.21,0.469,14.02
1601022532.74,1534.96016,1601022533.05,0.309,13.34
1601022542.74,1534.95177,1601022542.89,0.149,12.54
1601022552.74,1534.94363,1601022552.72,-0.021,11.8
1601022562.74,1534.93353,1601022562.56,-0.181,11.0
1601022572.74,1534.92554,1601022572.39,-0.351,10.34
1601022582.74,1534.9176,1601022582.23,-0.511,9.7
1601022592.74,1534.91014,1601022593.14,0.399,9.01
1601022602.74,1534.90469,1601022602.96,0.219,8.57
1601022612.74,1534.89975,1601022612.79,0.049,8.25
1601022622.74,1534.89715,1601022622.61,-0.131,8.06
1601022632.74,1534.89529,1601022632.43,-0.311,7.89
1601022642.74,1534.89529,1601022642.25,-0.491,7.78
1601022652.74,1534.89305,1601022653.17,0.429,7.59
1601022662.74,1534.89044,1601022662.98,0.239,7.54
1601022672.74,1534.89142,1601022672.81,0.069,7.45
1601022682.74,1534.88905,1601022682.63,-0.111,7.4
1601022692.74,1534.88797,1601022692.45,-0.291,7.33
1601022702.74,1534.88813,1601022702.27,-0.471,7.25
1601022712.74,1534.88704,1601022713.18,0.439,7.2
1601022722.74,1534.88608,1601022723.01,0.269,7.13
1601022732.74,1534.88613,1601022732.82,0.079,7.04
1601022742.74,1534.88287,1601022742.64,-0.101,6.91
1601022752.74,1534.88342,1601022752.47,-0.271,6.87
1601022762.74,1534.88257,1601022762.29,-0.451,6.81
1601022772.74,1534.88248,1601022773.2,0.459,6.7
1601022782.74,1534.8807,1601022783.02,0.279,6.64
1601022792.74,1534.88064,1601022792.84,0.099,6.58
1601022802.74,1534.88034,1601022802.67,-0.071,6.56
1601022812.74,1534.87924,1601022812.49,-0.251,6.48
1601022822.74,1534.88004,1601022822.31,-0.431,6.47
1601022832.74,1534.87868,1601022833.22,0.479,6.39
1601022842.74,1534.8778,1601022843.05,0.309,6.43
1601022852.74,1534.87759,1601022852.86,0.119,6.33
1601022862.74,1534.87714,1601022862.69,-0.051,6.32
1601022872.74,1534.87732,1601022872.51,-0.231,6.37
1601022882.74,1534.87765,1601022882.33,-0.411,6.28
1601022892.74,1534.87738,1601022893.25,0.509,6.31
1601022902.74,1534.87626,1601022903.06,0.319,6.26
1601022912.74,1534.87679,1601022912.88,0.139,6.25
1601022922.74,1534.87673,1601022922.71,-0.031,6.21
1601022932.74,1534.87642,1601022932.54,-0.201,6.25
1601022942.74,1534.87521,1601022942.35,-0.391,6.26
1601022952.74,1534.8764,1601022953.26,0.519,6.27
1601022962.74,1534.87594,1601022963.08,0.339,6.23
1601022972.74,1534.87604,1601022972.91,0.169,6.23
1601022982.74,1534.87555,1601022982.73,-0.011,6.21
1601022992.74,1534.87581,1601022992.55,-0.191,6.24
1601023002.74,1534.87652,1601023002.37,-0.371,6.23
1601023012.74,1534.8765,1601023013.29,0.549,6.26
1601023022.74,1534.87598,1601023023.11,0.369,6.28
1601023032.74,1534.87716,1601023032.93,0.189,6.3
1601023042.74,1534.87631,1601023042.75,0.009,6.25
1601023052.74,1534.87688,1601023052.57,-0.171,6.3
1601023062.74,1534.87735,1601023062.39,-0.351,6.31
1601023072.74,1534.87687,1601023072.21,-0.531,6.26
1601023082.74,1534.8767,1601023083.13,0.389,6.24
1601023092.74,1534.87695,1601023092.95,0.209,6.22
1601023102.74,1534.87601,1601023102.78,0.039,6.18
1601023112.74,1534.87701,1601023112.59,-0.151,6.2
1601023122.74,1534.87556,1601023122.42,-0.321,6.15
1601023132.74,1534.87583,1601023132.24,-0.501,6.15
1601023142.74,1534.87617,1601023143.16,0.419,6.13
1601023152.74,1534.87464,1601023152.97,0.229,6.09
1601023162.74,1534.87504,1601023162.79,0.049,6.07
1601023172.74,1534.8752,1601023172.61,-0.131,6.06
1601023182.74,1534.87413,1601023182.43,-0.311,6.05
1601023192.74,1534.87476,1601023192.26,-0.481,6.04
1601023202.74,1534.87466,1601023203.17,0.429,6.09
1601023212.74,1534.87475,1601023212.99,0.249,6.05
1601023222.74,1534.87368,1601023222.81,0.069,6.0
1601023232.74,1534.87471,1601023232.63,-0.111,6.02
1601023242.74,1534.8737,1601023242.45,-0.291,6.04
1601023252.74,1534.87476,1601023252.28,-0.461,5.99
1601023262.74,1534.87495,1601023263.19,0.449,6.04
1601023272.74,1534.87428,1601023273.01,0.269,6.02
1601023282.74,1534.87442,1601023282.84,0.099,6.01
1601023292.74,1534.87414,1601023292.66,-0.081,6.01
1601023302.74,1534.87438,1601023302.48,-0.261,6.02
1601023312.74,1534.87454,1601023312.3,-0.441,5.98
1601023322.74,1534.87441,1601023323.21,0.469,5.97
1601023332.74,1534.87429,1601023333.04,0.299,5.97
1601023342.74,1534.87377,1601023342.86,0.119,6.0
1601023352.74,1534.87348,1601023352.69,-0.051,5.98
1601023362.74,1534.87377,1601023362.51,-0.231,5.91
1601023372.74,1534.87358,1601023372.34,-0.401,5.89
1601023382.74,1534.87314,1601023383.24,0.499,5.88
1601023392.74,1534.87308,1601023393.07,0.329,5.89
1601023402.74,1534.87265,1601023402.89,0.149,5.89
1601023412.74,1534.87139,1601023412.71,-0.031,5.81
1601023422.74,1534.8714,1601023422.53,-0.211,5.8
1601023432.74,1534.87157,1601023432.35,-0.391,5.76
1601023442.74,1534.87218,1601023443.27,0.529,5.74
1601023452.74,1534.87101,1601023453.09,0.349,5.7
1601023462.74,1534.87107,1601023462.92,0.179,5.64
1601023472.74,1534.87044,1601023472.74,-0.001,5.62
1601023482.74,1534.87015,1601023482.56,-0.181,5.62
1601023492.74,1534.86994,1601023492.38,-0.361,5.59
1601023502.74,1534.87012,1601023502.2,-0.541,5.57
1601023512.74,1534.87045,1601023513.12,0.379,5.58
1601023522.74,1534.86917,1601023522.94,0.199,5.57
1601023532.74,1534.86962,1601023532.76,0.019,5.62
1601023542.74,1534.86989,1601023542.59,-0.151,5.59
1601023552.74,1534.86955,1601023552.41,-0.331,5.63
1601023562.74,1534.87015,1601023562.23,-0.511,5.6
1601023572.74,1534.86961,1601023573.15,0.409,5.56
1601023582.74,1534.86901,1601023582.96,0.219,5.57
1601023592.74,1534.87029,1601023592.79,0.049,5.52
1601023602.74,1534.86855,1601023602.61,-0.131,5.53
1601023612.74,1534.8677,1601023612.43,-0.311,5.49
1601023622.74,1534.86877,1601023622.26,-0.481,5.46
1601023632.74,1534.86742,1601023633.17,0.429,5.43
1601023642.74,1534.86836,1601023642.99,0.249,5.42
1601023652.74,1534.86744,1601023652.81,0.069,5.38
1601023662.74,1534.86712,1601023662.65,-0.091,5.37
1601023672.74,1534.8681,1601023672.46,-0.281,5.39
1601023682.74,1534.86615,1601023682.29,-0.451,5.31
1601023692.74,1534.86572,1601023693.2,0.459,5.34
1601023702.74,1534.86661,1601023703.02,0.279,5.29
1601023712.74,1534.86615,1601023712.84,0.099,5.27
1601023722.74,1534.86626,1601023722.67,-0.071,5.26
1601023732.74,1534.86628,1601023732.49,-0.251,5.27
1601023742.74,1534.86617,1601023742.31,-0.431,5.27
